sent_to,count
Acorn Lodge Care Home,1
Suspension Bridge Trustees,1
"Sussex Community Dermatology Service 
British Society of Dermatological Surgery",1
Sussex Community NHS Foundation Trust,1
Sussex Community NHS Trust,1
Sussex ICB ,1
Acis Housing,1
Sussex Partnership Foundation Trust ,1
Acer Mews Care Home,1
"Sustainable Improvement Team, NHS England",1
Sustrans,1
Sutton Local Safeguarding Children’s Board,1
"Surface Transport, Transport for London",1
Supported Independence Limited,1
Addcounsel,1
Sunrise Medical Limited,1
Stockton Care Limited,1
Stockton Council,1
Stockton NHS Foundation Trust,1
Stoke Mandeville Hospital,1
Stoke Talking Therapies,1
Stoke-on-Trent City Council,1
Stone Federation of GB,1
Stonefield Street Surgery,1
Stoneham Bass,1
Stretton Medical Centre,1
Stryker (UK) Ltd,1
Student Roost,1
Sub Aqua Association Spcae Solutions Business Centre,1
SubCPartner,1
Suffolk Constabulary Police Headquarters,1
Suffolk Safeguarding Partnership,1
Sunderland Royal Hospital,1
Sunnyside Nursing Home,1
Sunrise Care Home,1
Springhill Prison,1
Springfield House Care Home,1
"The Priory Hospital, Cheadle",1
Somerset NHS Foundation Trust (Musgrove Park Hospital Trust),1
SoS for DCMS,1
Affinity Healthcare Ltd,1
SoS of Health and Social Care,1
Social Care Partnership Trust,1
Social Services Truro Cornwall,1
Social Work England,1
Society for Cardiothoracic Surgery,1
Soilmec Limited,1
Solihull Mental Health Trust,1
Somerset NHS Trust,1
Springfield Hospital,1
Advocacy Together,1
Advisory Council on the Misuse of Drugs,1
South East Coast Ambulance Service NHS Foundation Trust,1
South East England Fire and Rescue Service,1
South Eastern Railways,1
South Essex NHS Partnership,1
South Essex Partnership Trust,1
South Essex Partnership University NHS Foundation Trust,1
South Kesteven District Council,1
Snowdonia National Park Authority,1
Snap Inc,1
Snap Group Limited,1
Slough Pharmacy,1
Sheffield Trust,1
Sheffield Wednesday Football Club,1
Shepherds Bush Medical Centre,1
Sheridan Teal House,1
Sherwood Forest Hospital Trust,1
Sherwood Forest Hospitals,1
Agrade Community Care Services,1
Shimano Inc,1
Shindig Events Limited,1
Shire Lodge Nursing Home,1
Affinity Water,1
Shropshire Council,1
Shropshire Safeguarding Partnership,1
Sibelco UK Ltd,1
Silver Birches Care Home,1
Skills for Care,1
Skillsforcare,1
Slough Borough Council,1
Slough Borough Council Highways Department,1
South London Islamic Centre,1
South Molton Community Hospital,1
South Molton Health Care Centre,1
Southend Hospital,1
Southmead Hospital,1
Southmead Hospital ,1
Southwark Council,1
Spaces and Places Limited,1
"Speaker’s Counsel, for the attention of the Parliamentary Authorities at the Palace of Westminster",1
Specsavers UK,1
Spectrum Community Health,1
Sphere Risk Health & Safety Management Ltd,1
Spider Project Café 71,1
Spire,1
Spire Bristol Hospital,1
Spire Harpenden Hospital,1
Spire Healthcare Limited,1
Spire Hospital,1
Sports Camp Tirol,1
Springbank Care Home Limited,1
Springcare Care Homes Ltd,1
Springfield Care Home,1
Springfield Health Care Services,1
Southern Health NHS Foundation Trust of Tatchbury Mount,1
South Yorkshire West NHS Foundation Trust,1
Advinia Healthcare Ltd,1
South Yorkshire Police ,1
South Tees Hospitals NHS Foundation Trust,1
South Tees Hospitals NHS Foundation Trust ,1
South Tees NHS Trust,1
South Tyneside and Sunderland NHS Trust,1
South Wales Fire and Rescue Service,1
Advanced Health & Care Ltd,1
South Warwickshire University NHS Foundation Trust,1
South West Ambulance Service,1
Adult and Community Services Suffolk County Council,1
South West National Trust,1
South West Regional Midwife,1
South West Trains,1
South West Yorkshire Partnership,1
South West Yorkshire Partnership Trust,1
South Western Ambulance NHS Foundation Trust,1
South Western Ambulance Service NHS Foundation Trust,1
South Western Ambulance Trust,1
South Western Railways,1
South Yorkshire Police HQ,1
Sutton and East Surrey Water Plc,1
Sutton and Merton Community Services,1
Swanage Medical Practice,1
The Heathers Nursing Home,1
The General Dental Council,1
The General Optical Council,1
The Glass and Glazing Federation,1
The Governor HMP Stocken,1
The Governor of HM Prison Parc ,1
"The Governor, HMP Berwyn",1
The Grange Care Centre,1
The Grove Medical Centre,1
"The Health and Safety Executive, Head of Health and Social Care Services",1
AR1 Homecare Limited,1
Able Care and Support Services Ltd,1
APEX Nursing Agency,1
The Home Office ,1
The Hub,1
The Institution of Fire Engineers,1
The Integrated Care Board (ICB) for North-East London,1
The Intensive Care Society,1
The International Powered Access Federation,1
The Isle of Wight Clinical Commissioning Group,1
The Italian Embassy,1
The Gambling Commission,1
The Freight Transport Association Ltd,1
The Forward Trust,1
The Forest of Marston Vale Trust,1
The Cotswold Hunt,1
The Council of Hunting,1
The County Surveyor,1
The Crescent Surgery,1
The Crossing Project,1
The Crown Premises Fire & Safety Inspectorate,1
The Dalmeny Hotal,1
The Difficult Airway Society,1
The Dog Legislation Office,1
The Driver Vehicle Standards Agency,1
The Duchy of Cornwall,1
ASHTON MEDICAL PRACTICE,1
The Dudley NHS Trust,1
The Enterprise Practice,1
The European Automobile Manufacturers’ Association,1
The Evergreen Surgery,1
The Federation of Tour Operators,1
The First Minister of Wales,1
The Foreign Secretary,1
The Ivy Grove Surgery,1
The Jackloc Company Ltd,1
The Jewish Free School,1
AMHP,1
The North Shore Surgery,1
The Nursing Midwifery Council,1
The Oaks and Woodcroft Care Home,1
The Office of the Rail Regulator,1
The Park Surgery,1
The Peligoni Club,1
The Pembroke Medical Practice,1
The Pennine Acute Trust,1
The Petroleum Enforcement Liaison Group,1
The Pipeline Industries Guild,1
The Portland Hospital,1
The Practice,1
The Practice Plc,1
The President of the British Society of Gastroenterology,1
The Princess Alexandra Hospital NHS Trust,1
The Princess Royal Hospital,1
The Priority Group,1
AMEY,1
The Priory Group Ltd,1
The Nerams Group ,1
"The National Food Crime Unit, Food Standard Agency",1
The Lawn Medical,1
The National Fire Chiefs Council,1
The Lawson Practice,1
The Leeds and York Partnership NHS Trust,1
The Lift and Escalator Industry Association,1
The Limehouse Practice,1
The Limes Care Home,1
The Limes Sheltered Housing,1
The Manor Clinic Folkestone Kent,1
The Manor House Care Home ,1
The Mayor of London,1
The Medical Centre,1
The Medical and Healthcare Regulatory Authority,1
The Metropolitan Police Service,1
"The Minister for Health and Social Services of Wales, [REDACTED]",1
The Minister of State for Crime Prevention,1
The Moat Surgery,1
The Monkstone House Care Home,1
The Motor Ombudsman,1
The National Counter Terrorism Security Office,1
The National Farmers Union,1
The City of Westminster,1
The City of London Police,1
The City of London,1
Tameside and Glossop Care NHS Trust,1
Abbeyfields the Dales Ltd,1
Tanglewood Cloverleaf Care Home,1
Taunton Couthy Hall,1
Taunton Deane District Council,1
Tavistock and Portman NHS Foundation Trust,1
Abbey Wood Lodge Care Home,1
Tees Esk and Wear Valley NHS Mental Health Foundation Trust,1
Abbey Place Nursing Home ,1
Teesside University Hospitals,1
Telecare Services Association,1
Telford and Wrekin Clinical Commission Group,1
Telford and Wrekin Council,1
Templemore Care Home,1
Tendering District Council,1
Terex Global Gmbh,1
Tesco Store PLC,1
Tesco Stores Limited,1
Tettenhall Medical Practice,1
Teva UK Ltd,1
Abbotsbury Elderly Persons Home,1
Tameside General Hospital NHS Trust,1
Thames Valley Police ,1
Abbotswood,1
Swansea Bay University Health Board ,1
Swansea Council,1
Swinfen Hall,1
Swinhoe Farm,1
Swiss Cottage Special School,1
Sydenham Green Group General Practice,1
SystemOne TPP Ltd,1
TEWV,1
THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST ,1
TLC Nursing and Care,1
TPP,1
TPP Group Limited,1
TPP LTD,1
TRU,1
TUI UK,1
Tadworth Grove Care Home,1
Taff’s Well Medical Centre,1
Takeda UK Ltd,1
Tameside Borough Council,1
Abbey Healthcare  ,1
Thames Valley and Wessex Operational Delivery Networks,1
The Children’s Trust ,1
The British National Formulary,1
The British Orthopaedic Association,1
The British Retail Consortium,1
The British Standards Institute,1
The British Standards Institution,1
The British Thoracic Society,1
The Cambridge Nursing Home Ltd,1
The Canal and River Trust,1
The Caravan Club,1
Abbey Court Independent Hospital,1
The Castle Rock Group,1
The Chartered Society of Forensic Scientists,1
The Chief Executive Cardiff & Vale University Health Board,1
The Chief Executive Security Industry Authority (SIA),1
The Chief Executive Tesco PLC,1
The Chief Executive Total Security Services Limited (TSS),1
The Chief Executive of National Highways,1
The Chief Executive of Powys Teaching Hospital Board,1
The Chief Executive of the Energy and Utilities Skills,1
The Children’s Guardian,1
The British Obesity and Metabolic Surgery Society,1
The British Heart Foundation,1
Thameside Prison,1
The British Hang Gliding and Paragliding Association Ltd,1
The 700 Club,1
The AACE,1
The Adventure Company,1
The Agricultural Engineers Association,1
The Alexandra Court Care Home,1
The Associate of Pallet Networks,1
The Association of Ambulance Chief Executive,1
The Association of Conservative Clubs LTD,1
The Association of Independent Tour Operators,1
The Avenues Trust Group,1
The Beaufort Road Surgery,1
The Bexley Medical Group,1
The Black Country Family Practice,1
The Borchardt Medical Centre,1
The Brewery,1
The Brinnington Surgery ,1
The British Agricultural and Garden Machinery Association,1
The British Army,1
The British Association of Urological Surgeons,1
Newark and Sherwood Clinical Commissioning Group,1
"Ministry of Justice c/o Government Legal Department, London",1
New Park Residential Home,1
Director of Public Prosecutions,1
Bay Boats Limited,1
Devon and Cornwall Police Adult Safeguarding Team,1
Difficult Airway Society,1
Digital,1
Digsafe Suction Excavations Limited,1
Dinnington Group Practice,1
Diocese of Westminster,1
Diprobase Bayer Public Limited,1
Director of Housing,1
Directorate South West,1
Bayer Plc,1
Dispensing Doctors Association,1
Divine Health Services,1
Dolby Vivisol,1
Doncaster Bassetlaw Teaching Hospital,1
Doncaster Borough Council,1
Doncaster Council,1
Doncaster County Council,1
Doncaster Highways Services,1
Bausch & Lomb UK Ltd,1
Baycroft Care Homes,1
Devon NHS Integrated Care Commission,1
Belong Village,1
Derbyshire Community Health Services NHS Foundation Trust,1
Department of State for Social Care,1
Departmet for Housing Communities and Local Government,1
"Departmet for Housing, Communities and Local Government",1
Depaul UK,1
Deputy Director of Patient Safety NHS England,1
Deputy Mayor of Greater Manchester,1
Derby and Burton Hospital,1
Derby and Burton NHS Foundation Trust,1
Derbyshire Community Health Services,1
Beccles Medical Centre ,1
Devon Local Medical Committee,1
Beatson Clark,1
Derbyshire Healthcare NHS Trust,1
Derbyshire NHS Foundation Trust,1
Derwent Students,1
Beacon Healthcare,1
Devon Highways,1
Devon ICB,1
Devon Integrated Care Board,1
Devon Local Medical Centre,1
Doncaster Royal Infirmary ,1
Bath and North East Somerset Clinical Commissioning Group,1
Donneybrook Medical Centre,1
Each Step Nursing Home,1
Basildon Hospital Trust,1
EAM Care Group,1
EEAST,1
EFAS,1
EKO-INVEST,1
Basildon Hospital NHS Trust,1
ENT,1
ERYC Highways Department ,1
EURO-EKO,1
East Anglia Team,1
Bateman Engineering Ltd,1
East Cheshire NHS Trust,1
East Kent Hospital Foundation Trust,1
Basildon Hospital (Mid & South Essex NHS Trust),1
East Kent Hospitals NHS Trust ,1
East Kent University Hospital NHS Trust,1
East Kent University Hospitals Foundation Trust,1
Basildon Car Park Management,1
East Lancashire Hospitals Trust,1
East Lancashire Teaching Hospitals,1
Dulwich Dive Club,1
Dudley and Walsall Mental Health NHS Trust,1
Dudley Integrated Health and Care NHS Trust,1
"Drug, Alcohol Action Team Cornwall Council",1
Dorset Council Highways Department,1
Dorset County Hospital,1
Dorset County Hospital NHS Foundation Trust,1
Dorset Health Care University,1
Dorset Health Care University NHS Foundation Trust,1
Dorset Healthcare University Hospital NHS Trust,1
Dorset Highways Management,1
Basildon and Thurrock University Hospital Trust,1
Dorset University NHS Trust,1
Dovecote Lodge,1
Downham Grange Care Home,1
Downshaw Lodge,1
Drager,1
Drayton Manor Theme Park,1
Driver Vehicle Standards Agency,1
Basildon and Brentwood Clinical Commissioning Group,1
Basildon Road Surgery,1
Driving Standards Agency,1
Drug and Alcohol Team Devon,1
"Department of Housing, Community and Local Government",1
"Department of Health, NHS England",1
"Department of Health and Social Care, Home Office",1
"Cumbria, Northumberland, Tyne & Wear NHS Trust",1
Cumberland Council,1
Cumberland Council Adult Social Care,1
Cumbria Clinical Commissioning Group,1
Belle Green Court Care Home,1
Cumbria County Council (Highways Department),1
Cumbria County Council  ,1
Cumbria Health Limited,1
Cumbria Northumberland Tyne & Wear NHS Trust,1
Belgravia Care Home Ltd,1
Curaleaf Clinic,1
DHL Supply Chain UKI,1
Curo Care Delahey’s,1
Beeston Health Centre,1
Cwm Taf Morgannwg University Health Board ,1
Beechwood Lodge Care Home,1
Cwm Taff University Hospital Health Board,1
Cwn Taf Morgannwg University Health Board,1
Cygnet Hospital,1
Cyngor Gwynedd Council Landowner,1
DAF Trucks Ltd,1
Cuerden care Homes,1
Crystal Care Limited,1
Cruise and Maritime Services International Limited,1
Croydon University Hospital and NHS Trust,1
Cowes Week Limited,1
Coxbench Hall Residential Home,1
Crawley Borough Council,1
Creative Support Limited,1
Credenhill Court Rest Home,1
Crescent Pharma Ltd,1
Cricket Green Medical Practice,1
"Crime, Policing and Fire Service",1
Crisis Resolution Team,1
Croft House Rest Home,1
Crossroads House Care Home,1
Crown Care,1
Crown Commercial Services,1
Crown Prosecution Service,1
Croydon Clinical Commissioning Group,1
Croydon County Council,1
Croydon Health Service,1
Croydon Health Services NHS Trust,1
Croydon University Hospital,1
DD Dodds and Son Ltd,1
DVLA,1
Bedford General Hospital,1
"Department for Foreign, Commonwealth and Development Affairs",1
"Department for Business, Energy and Industrial Strategy",1
"Department for Business, Innovation and Skills",1
Department for Community and Local Government,1
"Department for Culture, Media and Sport",1
Beech Cliffe Grange Care Homes,1
Bedfordshire Police Constabulary,1
"Department for Digital Culture, Media and Sport",1
"Department for Digital, Culture, Media & Sport",1
Department for Energy and Climate Change,1
Department for Housing,1
DVSA,1
"Department for Housing, Communities and Local Government",1
Department for Local Government,1
"Department for Science, Innovation and Technology",1
Bedford Hospitals NHS Foundation Trust ,1
Department for Transport    ,1
"Department for the Environment, Food and Rural Affairs",1
"Department of Business, Energy and Industrial Strategy",1
Bedford Hospital,1
"Department of Environment, Food and Rural Affairs",1
Beechdale Medical Group,1
Department for Business and Energy and Industrial Strategy,1
Beechdene Residential Home,1
Denton Medical Centre,1
DW Fitness First,1
Dairy Lane Care Centre,1
Dalton Surgery,1
Darlington Borough Council,1
Darlington Cattle Mart,1
Darlington Memorial Hospital,1
Darnell Grange Nursing Home  ,1
Darwin medical Practice,1
Daryel Care,1
David Ake & Co Solicitors,1
Davyhulme Medical Centre,1
Daynight Pharmacy,1
Dearne Valley Group Practice ,1
Decathlon UK,1
Deerlands Residential Home,1
Delamere Medical Practice,1
Deliveroo,1
Denbigshire County Council,1
Dennis Eagle Ltd,1
East London Cooperatives Ltd,1
Barts and Whipps Trust,1
Barts and London School of Medicine and Dentistry,1
Future Care & Social Care Association,1
Foxhound Association,1
Free the Way,1
Fremantle Trust,1
Fremington Medical Centre,1
Fresh Student Living,1
Friendship Care and Housing Limited,1
Barnet Council,1
Frimley Health NHS Foundation Trust ,1
Frome Nursing Home,1
G45,1
GRS Recovery,1
"Barking, Havering and Redbridge NHS Trust",1
G4S Care & Justice Services UK Ltd,1
G4S Forensic and Medical Services Ltd,1
G4S Medical Services,1
GE Healthcare,1
GEO Group UK Ltd,1
GMC Fitness to Practise Team,1
GP,1
GP Practice Orchard Surgery,1
Four Season’s Healthcare Home,1
Four Seasons Health Care,1
Fountain Medical Centre,1
Forestry Commission,1
Fire Officers Association,1
First Aid Cover Limited,1
First Class Care,1
First Essex Buses,1
First Mainline,1
First Port Retirement Property Services Limited,1
First Response Group,1
Fisher and Paykel,1
Fitzalan Medical Group,1
Fixodent,1
Flintshire County Council,1
Flixton Road Medical Centre,1
Floron Residential Home,1
Fold Nightclub,1
Food and Drink Federation,1
Ford UK,1
Foreign Office,1
"Foreign, Commonwealth & Development Office",1
"Foreign, Commonwealth and Development Office",1
GP Surgery Parkway Health Centre,1
GS Halls Limited,1
Financial Conduct Authority,1
Grange Care Home,1
Godfrey Care,1
Good Hope Hospital,1
Goodmayes Hospital,1
Goodmayes Hospital Foundation Trust,1
Goodmayes Hospital NHS Trust,1
Google UK & Ireland,1
Governor HMP Hewell,1
Govia Thameslink Railway Ltd,1
Granddwell Estates,1
Grange Clinic,1
Gambling Commission,1
Grasmere Surgery,1
Grassy Meadow Care Centre,1
Gravesham Borough Council,1
Gray’s Inn Road Medical Centre,1
Great Ormond Street Hospital NHS Trust,1
Barking Havering and Redbridge NHS Trust,1
Great Western Railway,1
Barchester Homes,1
Greater Manchester Health and Social Care Partnership/Integrated Care Board,1
Goals Soccer Centres PLC,1
Gloucestershire Social Services,1
Gloucestershire Police,1
"Barking, Havering & Redbridge NHS Trust",1
Garage Equipment Association,1
Gas Safe Network,1
Gateshead Council,1
Gateshead Council ,1
Gateshead Health Foundation Trust,1
Gateshead Health NHS Trust,1
Gender Identity Clinic,1
General Council,1
"Barking, Havering and Redbridge NHS Foundation Trust",1
General Optical Council,1
Glan Clwyd Hospital,1
Glangwili General Hospital,1
Glebelands Care Team,1
Glenholme Holdingham Grange Care Home,1
Glenroyd Medical Practice,1
Globe Court Care Home,1
Gloucestershire Clinical Commissioning Group,1
Gloucestershire Clinical Group,1
Gloucestershire Constabulary,1
Finchale Abbey Farm,1
Festival Republic,1
East London NHS Foundation Trust ,1
Elysium Healthcare ,1
Electricity Networks Association,1
Elizabeth House (Oldham) Limited,1
Elm Tree Court Care Home,1
Elmbridge Borough Council,1
Elmbridge and Ewell Borough Council,1
Eltham Palace Surgery,1
Eltham Park Surgery,1
Elvy Court Nursing Home,1
Elysium Healthcare,1
Emergency Call Prioritisation Advisory Group (ECPAG),1
England and Wales Cricket Board,1
Emergency Operation Centre Norwich,1
"Emergency Preparedness, Resilience and Response",1
Emirates Airlines,1
Emral House Nursery Home,1
Emsworth Surgery,1
Endless Street Surgery,1
Energy Institute,1
Energy Networks Association,1
Enfield Clinical Commissioning Group,1
Eldercare,1
Egton Medical Information Systems Limited,1
Egton Medical Information Systems,1
Egg London Nightclub,1
Barts Hospital NHS Trust,1
Barts Health Trust,1
East Midlands Local Education and Training Board,1
East Riding Council,1
East Staffordshire Borough Council,1
East Suffolk & North Essex NHS Trust,1
East Suffolk Council,1
Barts Health NHS Foundation Trust ,1
East Surrey Hospital Trust,1
East Sussex Health Care NHS Trust,1
Baron’s Park Nursing Home,1
Eastcroft Nursing Home ,1
Eastgate Residential Care Homes,1
Eastleigh Borough Council,1
Eating Disorder Services for Adults,1
Eden Park Surgery,1
Edge Hill Residential Home,1
Edgeley Medical Centre,1
Edgware Community Hospital,1
England Boxing,1
English Football League,1
Festimed,1
Fairlight Nursing Home,1
Executives’ Association of Great Britain,1
Exeter Prison,1
Exeter University,1
Exora Medical Limited,1
FA Group,1
FALCON CRANE HIRE LIMITED,1
FCO,1
Faculty of Intensive Care Medicine,1
Fairfield View Care Centre,1
Family Mosaic,1
English Heritage,1
Farleys Solicitors LLP,1
Farnham Medical Centre,1
Federation of British Tour Operators,1
Federation of Piling Specialists,1
Fell Runners Association,1
Fentons,1
Fentons Solicitors,1
Fern House Surgery,1
Fernlea Nursing Home,1
Excel Care,1
Evolve Services,1
European Union Aviation Safety Authority,1
European Care group,1
English Ice Hockey,1
Environment Agency Headquarters,1
Environmental Services Associations,1
Erewash Borough Council,1
Eschmann Holdings Limited,1
Esher Green Surgery,1
Essex Community Rehabilitation Company,1
Essex County Council ,1
Essex Highways,1
Barnsley Hospital NHS Trust,1
Essex Partnership University NHS Trust ,1
"Barnet, Enfield and Haringey Mental Health NHS Trust",1
Barnet and Chase Farm Hospitals NHS Trust,1
Essex University Partnership Trust,1
Essex University Partnership Trust ,1
Ethelbert’s Children’s Services,1
European Aviation Authority,1
European Aviation Safety Agency,1
European Care,1
Covid-19 Pandemic Response Service,1
Coventry University,1
Greater Manchester Integrated Care Board ,1
"Bury, Rochdale & Oldham Clinical Commissioning Groups",1
Bryntirion Surgery,1
Bucher Municipal Ltd,1
Buckingham Council Children’s Services,1
Buckinghamshire Healthcare NHS Trust,1
Bureau Veritas UK Ltd,1
Burton Croft Surgery,1
Burton Hospitals NHS Trust,1
Bury Clinical Commissioning Group,1
Bury Council,1
Bute House Surgery,1
Broxtowe Borough Council,1
Byron Hamburgers,1
CAMIS,1
CAT,1
CECOPS,1
CGL (Ealing RISE),1
CLS Care Services,1
CMF Limited,1
CNWL,1
CORMAC – Cornwall Council – Highways Department,1
Brunswick Retirement Village,1
Browning Street Surgery,1
Coventry NHS Trust,1
Broadlane View Care Home,1
Birmingham Community Healthcare NHS Foundation Trust,1
British Society of Interventional Radiology,1
British Sub Aqua Association,1
British Sub Aqua Club,1
British Transplant Society,1
British Transplantation Society,1
Birmingham City Council ,1
British Travel Agents,1
Broadgate General Practice,1
Broadmoor Hospital,1
Broomwell Health Watch LYD,1
Bromford Lane Nursing Home,1
Bromley Clinical Commissioning Group,1
Bromley Drug and Alcohol Service,1
Bromley Healthcare,1
Bromleys Solicitors,1
Brompton NHS Trust,1
Brook Medical Centre,1
Brooker Group Limited,1
Broomcroft House Nursing Home,1
CPTA,1
CRG Lead Commissioner,1
CSS Telecare Service,1
Capital Karts Trading Ltd,1
Canal Trust Bath,1
Canary Wharf Group PLC,1
Canary Wharf Management Limited,1
Cancer Alliance,1
Cann House,1
Cannock Chase Hospital,1
Capita Business Services Ltd,1
Capita PLC,1
Capital Care Group,1
Cardiff & Vale University Health Board ,1
CWM Taff University Board,1
Cardiff City Council,1
Cardiff Council,1
Billington Farm,1
Cardinal Health ,1
Care Agency,1
Care First Class UK Limited,1
Care First Homes,1
Care Inn Limited,1
Bilbrook Medical Centre,1
Canal River Trust,1
Canal & River Trust,1
Campus Living Villages,1
Camino Healthcare,1
CaMIS PAS,1
Cabinet Office,1
"Cabinet Office, 1 Horse Guards Road, London SW1A 2HQ",1
Cabinet Secretary for Health and Social Care,1
Cadent Gas Ltd,1
Caerphilly County Borough Council,1
Birmingham Children’s Hospital NHS Trust,1
Calderdale Council Highways Department,1
Calderdale Metropolitan Borough Council,1
Calderdale Royal Hospital,1
Calderdale and Huddersfield NHS Foundation Trust,1
Cambian Group,1
Cambridge County Council,1
Cambridge and Peterborough NHS Trust,1
Cambridgeshire Peterborough Integrated Care System,1
Cambridgeshire and Peterborough Clinical Commissioning Group,1
Cambridgeshire and Peterborough ICB,1
Cambridgeshire and Peterborough Integrated Care Board,1
Birchill’s Health Centre,1
British Society for Haematology (BSH),1
British Retail Consortium,1
British Renal Society,1
Borough Council of King’s Lynn & West Norfolk,1
Bolton Hospital NHS Trust,1
Bolton NHS Trust,1
Bombardier Transportation UK Ltd,1
Bondcare Limited,1
"Bondcare, Clarendon Care Home",1
Boomtown Festival,1
Boots UK Limted,1
Boots UK Ltd,1
Borough Care Ltd,1
Bounce Til I Die,1
Bradford Metropolitan Borough Council,1
Bourne House,1
Bournemouth Borough Council,1
Bournemouth Churches Housing Association (BCHA),1
Bournemouth International Airport Ltd,1
"Bournemouth, Christchurch and Poole Council",1
Bowden Derra Park Ltd,1
Bowmere Hospital,1
Brace Street Health Centre,1
Bracknell Forest Borough Council,1
Bolton Council Commissioning Services,1
Bolton Cares ,1
Boldmere Court Care Home,1
Boehringer Ingelheim Limited,1
Birmingham Women’s NHS Trust,1
Birmingham Women and Childrens Hospital NHS Foundation,1
Birnberg Peirce Solicitors,1
Black Country NHS,1
Black Country NHS Foundation Trust,1
Black Country NHS Trust,1
Black Country Pathological Service,1
Blackpool Council,1
Blackpool Teaching Hospital,1
Blackpool Teaching Hospitals NHS Foundation Trust ,1
Blackpool Victoria Hospital,1
Blaenau Gwent County Borough Council,1
Blatchington Mill School,1
Blenheim House Care Home,1
Bluebird Care,1
Bluebird Care (Kent),1
Boat Safety Scheme,1
Boatfolk Marinas ltd,1
Bodmin Road Health Centre,1
Bracknell Forest Council,1
Bradford Royal Infirmary,1
British Psychological Society,1
British Hospitality,1
British Cardiac Intervention Society,1
British Cardiovascular Intervention Society,1
British Cardiovascular Society,1
British Chambers of Commerce,1
British Diving Safety Group,1
British Drilling Association,1
British Gliding Association,1
British Healthcare Trades Association,1
British Horseracing Authority,1
British Industrial Truck Association,1
Brainwaves,1
British Kite Surfing Association,1
British Marine,1
British Maternal and Fetal Medicine Society,1
Birmingham Community NHS Trust,1
British Mountaineering Council,1
British Oxygen,1
British Parachute Association,1
British Ports Association,1
British Precast Concrete Federation,1
British Board of Agreement,1
British Association of Paediatric Surgeons,1
British Association of Dermatologists,1
British Association for Counselling and Psychotherapy,1
Brake,1
Brancaster Care,1
Brecon Beacons National Park Authority,1
Bright and Hove Clinical Commissioning Group,1
Birmingham Medical School,1
Brighton and Hove Clinical Commission Group,1
Brighton and Hove Council,1
Brighton and Hove Health and Adult Social Care,1
Brighton and Hove Integrated Care Service,1
Birmingham Integrated Care Board,1
Brindaavan Care Home Limited,1
Brisdoc,1
Bristol Ambulance Emergency Medical Services,1
Bristol Clinical Commissioning Group,1
Bristol NHS Trust,1
British Aerosol Manufacturers Association,1
British Airline Pilots’ Association,1
British Airways,1
British Association Perinatal Medicine,1
Care Quality Commission (CQC),1
"Care Quality Commission, Department of Health and Social Care",1
Bexley Social Services,1
Clinisys UK,1
Cleric,1
Clevedon Medical Centre,1
Cleveland Police,1
Cleveland Police Roads Policing Unit,1
Clevermed Limited,1
Clifton Court Nursing Home,1
Clinical Commissioning Group for South Central and North Manchester,1
Clinical Commissioning Group for Wandsworth,1
Clinical Committee,1
Clough Williams-Ellis Trust,1
Berkshire and Surrey Pathology Services,1
Coal Authority,1
Coed Duon Care Home,1
Colchester General Hospital,1
Cole Valley Care Limited,1
Cole Valley Care Ltd,1
Collaborative Mobility UK,1
College and Society of Radiographers,1
College for Policing,1
College of Clinical Perfusion Scientists,1
Claypath and University Medical Group,1
Clatterbridge Cancer Centre,1
Clare House Surgery,1
Clacton Community Practices,1
Child and Adolescent Mental Health Service East Cross Street Clinic,1
Children’s Commissioner for Wales,1
"Children’s Services, Haringey Council",1
Chilton Care Centre,1
Chippenham Community Hospital,1
Christian Congregation of Jehova’s Witnesses,1
Church Elm Lane Medical Practice,1
Church Inn,1
Church Lane Surgery,1
Church of England,1
Churchers Solicitors,1
Circle Health Group Ltd  ,1
City Healthcare Partnership Hull,1
City and County Healthcare Group,1
City and County of Swansea,1
City and Hackney GP Confederation,1
City of Bradford Metropolitan District Council,1
City of York Council,1
Berrycroft Manor Care Home,1
College of Paramedics,1
Collingwood Nursing Home,1
Chief Probation Officer,1
Cornwall Partnershipship NHS Trust,1
Consumer Relations and Legal Affairs,1
Copperfields Nursing Home,1
Corbett House Nursing Home,1
Cornwall Council Local Adult Safeguarding Board,1
Cornwall County Council,1
Cornwall Health,1
Cornwall Partnership (Foundation) Trust,1
Berkeley Home Health,1
Berger Primary School,1
Cornwall and Isles of Scilly Safeguarding Adults Board,1
Colton Lodges Nursing Home,1
Coronary Heart Disease Review,1
Coronary Heart Disease Review’s Clinical Advisory Panel,1
Council of Psychotherapy,1
Counsellor,1
Countrywide Care Homes,1
County Durham & Darlington NHS Foundation Trust ,1
Bendpak Inc,1
"County Durham and Darlington NHS Trust, Grosvenor Park Care Home",1
County Hospital Stafford ,1
"Consultant Psychiatrist, Keats House, London",1
Consultant Physician and Gastroenterologists,1
Consular Feedback Team,1
Construction Plant Hire Association,1
Comfort Call Limited,1
Comish Way Group Practise,1
Commissioner for Highways,1
Commissioner for Transport,1
"Commissioning and Operations, Centra Midlands NHS",1
Community Mental Health Recovery Services,1
Community Mental Health Team,1
Community Nurse Locality Team Lead,1
Community Pharmacy England,1
Company Chemists’ Association,1
Compliance Manager,1
Compton Lodge Care Home,1
Confederation of British Industry,1
Congenital Heart Services Clinical Reference Group,1
Connaught House Care Home,1
